country,continent,year,tot_health_sp_pp,tot_health_sp_per_gdp,priv_share_health_sp,pocket_share_health_sp,gov_share_health_sp,gov_health_sp_pp,gov_prop_health_spending,pop,pop_dens,life_exp
Tajikistan,NA,2004,14,4.3,78.1,75.8,21.9,3.06,5.33,6660000,48,69.2
Tanzania,Africa,2004,11.7,3.44,55.6,45.5,44.4,5.18,8.48,37400000,43.2,56.1
Thailand,Asia,2004,85.8,3.51,35.1,26.1,64.9,55.7,11.7,65000000,127,73.8
Timor-Leste,NA,2004,43.3,13.6,35,8.95,65,28.1,35.5,972000,67,67.1
Togo,Africa,2004,24.8,6.23,75.2,63.3,24.8,6.16,10.1,5470000,102,56.9
Tonga,NA,2004,115,4.81,16.9,10.6,83.2,95.3,14.2,100000,139,70.7
Trinidad and Tobago,Americas,2004,491,5,52.5,NA,47.5,233,8.35,1290000,252,71.5
Tunisia,Africa,2004,179,6.2,48.2,40.3,51.8,92.5,8.71,10000000,64.5,75.5
Turkey,Europe,2004,310,5.37,28.8,19.2,71.3,221,10.8,67000000,87.1,76.5
Turkmenistan,NA,2004,108,3.58,32.3,32.3,67.7,73.2,12.8,4700000,10,66.5
Tuvalu,NA,2004,371,16.3,0.11,NA,99.9,370,19.5,9870,330,NA
Uganda,Africa,2004,22.9,7.46,74.1,42.2,25.9,5.92,9.41,26800000,138,52.5
Ukraine,NA,2004,90.7,6.61,41.5,38.6,58.5,53.1,9.34,47200000,81.5,68
United Arab Emirates,NA,2004,995,2.46,40.9,30.4,59.1,588,8.21,4070000,48.9,72
United Kingdom,Europe,2004,2940,7.99,18.7,12.4,81.3,2390,15.1,59900000,248,79
United States,Americas,2004,6330,15.7,56,13.4,44,2790,19.2,292000000,32,77.5
Uruguay,Americas,2004,349,8.48,50.7,NA,49.3,172,12.3,3320000,19,75.1
Uzbekistan,NA,2004,25.4,5.42,58.3,47.4,41.7,10.6,7.54,26100000,61.5,66.8
Vanuatu,NA,2004,61.8,3.49,26,18.6,74,45.8,13.7,204000,16.7,63.4
Venezuela,Americas,2004,239,5.57,58.6,NA,41.4,99,8.9,26000000,29.8,74.7
Vietnam,Asia,2004,30.6,5.54,72.6,66.5,27.4,8.37,5.06,83100000,269,72.3
Yemen,NA,2004,38.2,5.33,62.1,60.5,37.9,14.5,6.24,19500000,37.9,65.3
Zambia,Africa,2004,32.1,6.61,42.7,30.5,57.3,18.4,14.2,11600000,15.8,48.4
Zimbabwe,Africa,2004,NA,NA,NA,NA,NA,NA,NA,12000000,33,45.1
Afghanistan,Asia,2005,21.9,6.63,88.5,83.1,11.6,2.52,1.48,25700000,38.4,57.4
Albania,Europe,2005,178,6.84,59.8,56.5,40.2,71.4,9.79,3090000,112,76
Algeria,Africa,2005,96.2,3.06,27.9,26.4,72.1,69.3,8.14,33100000,14,75.3
Andorra,NA,2005,2360,7.22,30.9,22.1,69.1,1630,22,78900,168,81.8
Angola,Africa,2005,36.4,1.96,25.5,25.5,74.5,27.1,4.38,19400000,15.7,55.7
Antigua and Barbuda,NA,2005,483,4.66,36.9,32,63.1,305,10.2,81500,203,75.8
Argentina,Americas,2005,400,8.45,45.8,29.4,54.2,217,14.3,38900000,14.3,75.3
Armenia,NA,2005,77.7,4.86,69.6,66.6,30.4,23.6,6.79,2980000,105,73.4
Australia,Oceania,2005,3140,8.43,33.1,18.6,66.9,2100,16.7,20200000,2.63,81.2
Austria,Europe,2005,3830,10.3,23.9,15.7,76.1,2920,15.7,8250000,100,79.6
Azerbaijan,NA,2005,120,7.8,88.7,83,11.3,13.6,5.15,8540000,103,67.5
Bahamas,NA,2005,1430,7.04,55.7,29.5,44.3,635,14.7,325000,32.9,73.4
Bahrain,Asia,2005,688,3.71,31,21.9,69,475,10,889000,1170,75.1
Barbados,NA,2005,774,6.96,35.6,NA,64.4,498,11.8,276000,637,75.5
Belarus,NA,2005,212,6.89,27.1,19.9,72.9,154,10.5,9560000,47.4,68.6
Belgium,Europe,2005,3620,10,24.1,18.5,75.9,2750,14.6,10500000,348,79.2
Belize,NA,2005,176,4.43,40.3,NA,59.7,105,9.29,284000,12.4,72.3
Benin,Africa,2005,27,4.73,50.3,47.7,49.7,13.4,11.1,7980000,70.8,59.2
Bhutan,NA,2005,57.8,4.66,24,23.4,76,44,9.91,649000,17.2,69.3
Bolivia,Americas,2005,58.3,5.58,33.8,NA,66.2,38.6,10.9,9230000,8.42,69
Bosnia and Herzegovina,Europe,2005,263,9.11,45,45,55,145,12.7,3770000,74.1,75.9
Botswana,Africa,2005,419,7.66,25.7,7.59,74.3,311,16.9,1800000,3.27,52.7
Brazil,Americas,2005,388,8.17,59.9,NA,40.1,156,4.7,186000000,22.4,73.1
Brunei,NA,2005,691,2.63,15.8,15.7,84.2,582,6.9,365000,69.3,74.7
Bulgaria,Europe,2005,274,7.31,39.1,NA,60.9,167,11.9,7690000,70.8,72.6
Burkina Faso,Africa,2005,26.4,6.69,40.5,38.1,59.5,15.8,18.7,13400000,49.1,55.3
Burundi,Africa,2005,13.4,12.2,65.2,40.2,34.8,4.67,11.6,7360000,289,49.7
Cambodia,Asia,2005,35.1,7.46,79.5,56.3,20.5,7.22,11.6,13300000,75.2,63.7
Cameroon,Africa,2005,44.9,4.75,76.4,72.2,23.6,10.6,7.67,17700000,36.9,54.9
Canada,Americas,2005,3450,9.82,29.8,14.6,70.2,2430,17.6,32200000,3.55,80.2
Cape Verde,NA,2005,97.9,4.58,22.7,22.7,77.3,75.6,10,463000,118,72.5
Central African Republic,Africa,2005,12.5,3.73,64.7,61.4,35.3,4.42,7.79,4040000,6.63,45.2
Chad,Africa,2005,25.6,4.73,58.9,56.9,41.1,10.5,13.4,10100000,7.99,53.6
Chile,Americas,2005,502,6.91,60,NA,40,201,13,16200000,21.7,77.9
China,Asia,2005,80.4,4.68,61.2,52.2,38.8,31.2,9.89,1330000000,141,74.2
Colombia,Americas,2005,254,7.45,29.9,NA,70,178,19,42600000,39,76.4
Comoros,Africa,2005,22.1,3.66,39,39,61,13.4,11.3,612000,329,64.5
"Congo, Dem. Rep.",Africa,2005,7.33,5.92,70,51.1,30,2.19,7.41,54800000,24.2,55.9
"Congo, Rep.",Africa,2005,41.5,2.41,40.5,40.5,59.5,24.6,6.17,3620000,10.9,56.3
Costa Rica,Americas,2005,360,7.65,29.7,NA,70.3,253,21,4290000,83.2,79.3
Cote d'Ivoire,Africa,2005,39,4.3,80.2,78.5,19.8,7.74,4.5,18400000,57.7,54.2
Croatia,Europe,2005,705,6.99,14,NA,86,606,15.9,4380000,78.2,75.5
Cuba,Americas,2005,302,7.95,6.54,NA,93.5,282,11.7,11300000,106,77.6
Cyprus,NA,2005,1410,6.37,58.2,47,41.8,589,6.17,1030000,111,77.9
Czech Republic,Europe,2005,881,6.93,12.7,10.7,87.3,769,14.1,10300000,133,76.3
Denmark,Europe,2005,4650,9.77,15.5,14.1,84.5,3920,15.6,5420000,128,78.3
Djibouti,Africa,2005,63.2,7.2,31.6,31.2,68.4,43.2,13.7,783000,33.8,61.6
Dominica,NA,2005,261,6.01,37.9,NA,62.1,162,7.94,70600,94.2,74.1
Dominican Republic,Americas,2005,198,5.48,68.4,NA,31.6,62.7,9.16,9100000,191,73.2
Ecuador,Americas,2005,182,6.55,77.7,NA,22.3,40.5,5.63,13800000,55.3,74
Egypt,Africa,2005,65.9,5.25,59.4,58.4,40.6,26.8,6.73,75500000,77.1,68.8
El Salvador,Americas,2005,202,7.13,47.4,NA,52.6,106,15.3,6050000,291,72.4
Equatorial Guinea,Africa,2005,230,1.7,41.2,36,58.8,135,6.96,750000,27,60.2
Eritrea,Africa,2005,7.84,3,54,54,46,3.6,2.46,2830000,39.3,56
Estonia,NA,2005,517,5.01,23,20.5,77,398,11.5,1360000,32,72.9
Ethiopia,Africa,2005,6.8,4.11,39.1,31.5,60.9,4.14,10.3,76300000,76.7,56.8
Fiji,NA,2005,132,3.61,18.6,11.8,81.4,107,10.7,822000,45,67
Finland,Europe,2005,3150,8.43,24.6,18.5,75.4,2370,12.6,5260000,17.3,79.1
France,Europe,2005,3790,11.2,21.2,6.62,78.8,2980,16.4,61100000,112,80.4
Gabon,Africa,2005,164,2.6,57.7,57.7,42.3,69.4,4.73,1390000,5.45,59.5
Gambia,Africa,2005,18.9,6.16,45,21.7,55,10.4,11.3,1540000,143,62.4
Georgia,NA,2005,123,8.6,80.8,76.8,19.2,23.6,6.15,4210000,64.6,73.4
Germany,Europe,2005,3630,10.8,23.4,13.4,76.6,2780,17.7,81600000,234,79.7
Ghana,Africa,2005,34.8,7.02,33.6,21.4,66.3,23.1,15.3,21800000,94.7,60
Greece,Europe,2005,2090,9.66,39.9,37.9,60.1,1260,13,11200000,87.7,79.3
Grenada,NA,2005,412,6.05,52.3,NA,47.8,197,8.96,105000,303,74.5
Guatemala,Americas,2005,136,6.36,66.2,NA,33.8,46,14.9,13100000,122,69.5
Guinea,Africa,2005,16.2,4.99,88.7,88.1,11.3,1.83,3.54,9110000,39.4,55.9
Guinea-Bissau,Africa,2005,23.5,5.61,84.1,48.4,15.9,3.74,4.04,1340000,49.1,53.2
Guyana,NA,2005,102,9.21,34.6,NA,65.4,66.6,11.2,746000,3.81,66.6
Haiti,Americas,2005,19.6,4.41,78.7,NA,21.3,4.17,8.19,9200000,336,59.8
Honduras,Americas,2005,82.7,5.83,35.2,NA,64.8,53.6,18.8,7460000,65.9,71.7
Hungary,Europe,2005,909,8.31,27.7,23.8,72.3,657,12,10100000,111,72.9
Iceland,Europe,2005,5320,9.6,18.3,16.9,81.7,4350,18.6,295000,2.94,81.4
India,Asia,2005,30.6,4.15,76.1,68.4,23.9,7.32,3.4,1150000000,385,65.5
Indonesia,Asia,2005,30.1,2.4,61.9,45.6,38.1,11.5,4.97,226000000,125,68.5
Iran,Asia,2005,156,5.67,55.8,53.2,44.2,69,8.89,69800000,43.2,74.3
Iraq,Asia,2005,61.9,4.79,32.6,32.6,67.3,41.7,3.34,26900000,62.2,69.5
Ireland,Europe,2005,3690,7.56,23,15.3,77,2840,17.2,4140000,61.2,79
Israel,Asia,2005,1490,7.67,39.5,26.7,60.5,898,9.95,6530000,305,80.1
Italy,Europe,2005,2710,8.9,23.8,20.5,76.2,2070,14.2,58300000,200,80.9
Jamaica,Americas,2005,171,4.1,51.2,NA,48.8,83.2,3.52,2740000,253,77.2
Japan,Asia,2005,2930,8.22,18.4,15.4,81.6,2390,17.6,128000000,352,82.3
Jordan,Asia,2005,206,8.72,47.3,40.8,52.8,108,11.6,5770000,64.4,74.6
Kazakhstan,NA,2005,153,4.07,38.1,37.5,61.9,94.9,9.33,15400000,5.76,65.3
Kenya,Africa,2005,22.9,4.36,57.8,44.7,42.2,9.69,8.06,36600000,63.3,56.9
Kiribati,NA,2005,116,10.1,5.93,NA,94.1,109,10.8,92300,114,60.1
Kuwait,Asia,2005,849,2.38,20.2,18.3,79.8,678,7.09,2270000,128,79.2
Kyrgyz Republic,NA,2005,28.4,5.82,59.1,56,40.9,11.6,11.9,5080000,26.5,67.1
Lao,NA,2005,20.2,4.04,87.2,65.8,12.8,2.58,3.05,5750000,24.9,60.3
Latvia,NA,2005,441,6.33,42.9,NA,57.1,252,10.2,2250000,36.2,70.8
Lebanon,Asia,2005,434,8.06,54.4,39.4,45.6,198,11.9,4700000,390,76.4
Lesotho,Africa,2005,41.1,6.26,46.6,32.2,53.4,21.9,6.83,2000000,64.2,44.4
Liberia,Africa,2005,8.7,5.22,69.3,34.2,30.6,2.67,11.1,3220000,33.9,58.7
Libya,Africa,2005,223,2.53,38.2,38.2,61.8,138,5.46,5800000,3.29,74
Lithuania,NA,2005,446,5.83,32.2,NA,67.8,302,11.9,3340000,53.4,71.4
Luxembourg,NA,2005,6440,7.94,15.1,11.6,84.9,5470,16.2,458000,177,79.4
Madagascar,Africa,2005,10.4,3.7,33.6,20.6,66.4,6.92,11.6,18300000,31.5,60.7
Malawi,Africa,2005,17.6,8.21,26.1,8.81,73.9,13,20,12600000,138,47.5
Malaysia,Asia,2005,188,3.56,48,36.2,52,97.9,7.74,25700000,78.1,74
Maldives,NA,2005,270,8.15,35.7,26.2,64.3,174,11.6,320000,1060,75.6
Mali,Africa,2005,25,6.01,53.5,53.2,46.5,11.7,11.4,12800000,10.5,56.7
Malta,NA,2005,1390,9.34,31.3,NA,68.6,957,14.4,405000,1270,79.3
Marshall Islands,NA,2005,422,15.9,17.2,13,82.8,350,15.6,55300,289,62.1
Mauritania,Africa,2005,29.7,5.05,37.3,35.2,62.7,18.6,9.06,3020000,3.04,65.7
Mauritius,Africa,2005,232,4.5,52.3,44,47.7,111,9.38,1220000,602,72.9
Mexico,Americas,2005,478,5.87,55,NA,45,215,16.5,106000000,55.8,75.3
"Micronesia, Fed. Sts.",NA,2005,277,12.2,6.61,6.38,93.4,258,19.1,106000,152,66.6
Moldova,NA,2005,76.1,9.15,54.4,44.7,45.6,34.7,11.3,4160000,127,68.7
Monaco,NA,2005,4790,3.93,11.8,7,88.2,4230,16.3,33800,22700,NA
Mongolia,Asia,2005,33.3,3.68,21.1,15.8,78.9,26.3,10.6,2530000,1.63,63.9
Montenegro,Europe,2005,314,9.11,30.8,28,69.2,217,14.3,616000,45.8,74.5
Morocco,Africa,2005,99,5.05,71.6,59.8,28.4,28.1,4.74,30500000,68.4,70.8
Mozambique,Africa,2005,18.3,5.78,25.5,12.1,74.5,13.6,18.2,20500000,26.6,50.6
Myanmar,Asia,2005,5.14,2.12,91,90.3,8.98,0.46,0.771,48900000,74.2,61.2
Namibia,Africa,2005,256,7.32,51.1,3.72,48.9,125,12.5,1940000,2.47,52.6
Nauru,NA,2005,399,15.5,24.3,3.82,75.7,302,18.5,9850,506,NA
Netherlands,Europe,2005,3850,9.83,31.4,7.12,60.5,2330,13.3,16400000,485,79.5
New Zealand,Oceania,2005,2290,8.39,20.3,14.1,79.7,1820,17.1,4140000,15.7,79.7
Nicaragua,Americas,2005,71.2,7.93,43.5,NA,56.5,40.2,18.6,5440000,44.7,75.6
Niger,Africa,2005,15.4,5.96,50,47.6,50,7.72,14.8,13600000,10.8,55.7
Nigeria,Africa,2005,53,6.6,70.8,67.9,29.2,15.5,6.41,139000000,153,57.3
North Macedonia,NA,2005,238,8.09,38.2,38,61.8,147,14.7,2060000,81.7,74.8
Norway,Europe,2005,5940,9.04,16.4,15.7,83.5,4960,18,4630000,12.7,80.1
Oman,Asia,2005,331,2.6,17.6,10.6,82.3,272,6.05,2510000,8.11,74.9
Pakistan,Asia,2005,18.8,2.73,74.4,60.6,25.6,4.81,2.91,160000000,200,61.8
Palau,NA,2005,768,10.5,20.6,9.42,79.4,610,15.9,19800,43.3,NA
Panama,Americas,2005,357,7.48,30.4,NA,69.6,249,12.7,3330000,44.8,78
Papua New Guinea,NA,2005,30.8,3.86,20.3,11.4,79.7,24.6,8.02,6490000,13.9,55.6
Paraguay,Americas,2005,82.1,6.48,62,NA,38,31.2,11.8,5820000,14.6,74.4
Peru,Americas,2005,129,4.46,40.6,NA,59.4,76.3,15.6,27900000,21.6,76.8
Philippines,Asia,2005,42.1,3.49,60.8,49.2,39.2,16.5,8.08,86300000,289,69.1
Poland,Europe,2005,495,6.21,30.6,26.1,69.3,343,9.91,38400000,125,75.2
Portugal,Europe,2005,1880,10.4,32.9,24.8,67.1,1260,15.2,10500000,115,78.8
Qatar,NA,2005,1690,3.27,18.7,15.3,81.3,1380,8.22,865000,74.5,76.6
Romania,Europe,2005,252,5.5,19.1,NA,80.8,204,13.2,21400000,93.1,72.2
Russia,NA,2005,277,5.21,38,31.3,62,172,11.8,144000000,8.77,64.8
Rwanda,Africa,2005,18.3,6.53,43.6,16.4,56.4,10.3,15.6,8840000,364,57
Samoa,NA,2005,114,4.95,18.7,12.8,81.3,92.7,16.1,180000,63.6,72.2
San Marino,NA,2005,3400,7.49,14.3,NA,85.7,2910,14.4,29300,487,NA
Sao Tome and Principe,Africa,2005,81.8,9.5,47.1,34.6,52.9,43.3,13.2,157000,162,66.1
Saudi Arabia,Asia,2005,465,3.54,27.2,16.5,72.8,339,8.8,23800000,11.1,74.7
Senegal,Africa,2005,43.2,5.4,44.7,34.1,55.3,23.9,12.4,11100000,58.4,63.4
Serbia,Europe,2005,307,9.05,34,29.9,66,203,14.2,9190000,105,72.7
Seychelles,NA,2005,441,4.16,6.8,6.58,93.2,411,8.95,88700,193,72.4
Sierra Leone,Africa,2005,34.8,14.5,87.4,73.8,12.6,4.38,7.55,5650000,78.4,52.6
Singapore,Asia,2005,991,3.37,69.6,59.9,30.4,302,6.96,4270000,6420,81.1
Slovak Republic,Europe,2005,626,7.04,25.6,NA,74.4,466,13.8,5400000,112,74.3
Slovenia,Europe,2005,1500,8.41,27.9,NA,72.2,1080,13.4,1990000,99.1,77.7
Solomon Islands,NA,2005,72.3,7.63,5.91,3.21,94.1,68,29.8,470000,16.8,61
Somalia,Africa,2005,NA,NA,NA,NA,NA,NA,NA,10400000,16.6,54.7
South Africa,Africa,2005,456,8.81,61.7,18.4,38.3,175,10.4,47900000,40.2,52
South Korea,NA,2005,994,5.67,47.1,37.9,52.9,526,11.3,48700000,501,78.7
Spain,Europe,2005,2160,8.28,29.4,NA,70.6,1520,15.2,44000000,88.3,80.5
Sri Lanka,Asia,2005,48.6,3.95,51.9,43.3,48.1,23.4,7.97,19500000,311,73.8
St. Kitts and Nevis,NA,2005,389,4.36,45.4,NA,54.6,212,5.47,46900,187,NA
St. Lucia,NA,2005,311,6,47.4,NA,52.6,164,9.54,163000,268,74.3
St. Vincent and the Grenadines,NA,2005,185,3.66,19.1,NA,80.8,150,8.42,109000,279,72.4
Sudan,Africa,2005,28.4,3.99,65.6,59.8,34.4,9.77,5.74,30900000,17.5,65.7
Suriname,NA,2005,243,6.78,48.8,NA,51.2,125,11.7,499000,3.2,69.9
Swaziland,Africa,2005,134,5.84,38.6,16.3,61.4,82,10,1030000,64.3,43.6
Sweden,Europe,2005,3720,9.06,18.8,16.7,81.2,3020,13.7,9040000,22,80.6
Switzerland,Europe,2005,5570,11.2,40.5,30.6,59.5,3310,18.9,7390000,188,81.5
Syria,Asia,2005,62.6,4.11,49.5,49.5,50.5,31.6,6.8,18400000,99.6,75
Tajikistan,NA,2005,17.3,4.84,76.3,73.7,23.6,4.1,5.88,6790000,49,69.2
Tanzania,Africa,2005,14.6,4.02,53,37.3,47,6.87,9.27,38500000,44.5,56.7
Thailand,Asia,2005,93.8,3.54,35.6,27.2,64.4,60.4,11.6,65400000,128,74.8
Timor-Leste,NA,2005,52.8,16.1,25.4,6.5,74.6,39.4,38.3,995000,69,67.7
Togo,Africa,2005,25.1,6.27,70.5,59.3,29.5,7.41,9.84,5610000,104,56.9
Tonga,NA,2005,167,6.52,12.9,8.05,87.1,146,16.9,101000,140,70.8
Trinidad and Tobago,Americas,2005,688,5.66,47.1,NA,52.9,364,10.9,1300000,253,71.9
Tunisia,Africa,2005,181,6.17,48.5,40.9,51.5,93.3,9.21,10100000,65,75.8
Turkey,Europe,2005,382,5.45,32.2,22.8,67.8,259,11.3,67900000,88.2,76.7
Turkmenistan,NA,2005,116,3.19,36.7,36.7,63.3,73.1,10.6,4750000,10.1,66.1
Tuvalu,NA,2005,403,17.6,0.11,NA,99.9,402,18.4,10000,334,NA
Uganda,Africa,2005,28.7,8.13,74.7,45.3,25.3,7.26,11.2,27700000,143,53.8
Ukraine,NA,2005,118,6.41,40.5,37.5,59.5,70,8.75,46900000,80.9,67.8
United Arab Emirates,NA,2005,1030,2.32,41,30.1,59,608,8.7,4590000,54.8,72.5
United Kingdom,Europe,2005,3120,8.24,18.1,11.8,81.9,2550,15.3,60300000,249,79.3
United States,Americas,2005,6700,15.8,55.9,13.3,44.1,2950,19.1,295000000,32.3,77.6
Uruguay,Americas,2005,432,8.27,49.3,NA,50.7,219,12.9,3320000,19,75.5
Uzbekistan,NA,2005,29,5.26,56.7,46.1,43.3,12.6,7.43,26400000,62.3,66.8
Vanuatu,NA,2005,60.9,3.27,27.1,19.4,72.9,44.4,12.9,209000,17.2,63.4
Venezuela,Americas,2005,296,5.43,56.7,NA,43.3,128,9.07,26400000,30.4,75.2
Vietnam,Asia,2005,37.3,5.86,73.6,67.6,26.4,9.84,5.04,83800000,272,72.5
Yemen,NA,2005,42.2,4.88,66.1,64.8,33.9,14.3,4.8,20100000,39,65.9
Zambia,Africa,2005,43.8,7,45.1,27.4,54.9,24.1,14.7,11900000,16.2,49.3
Zimbabwe,Africa,2005,NA,NA,NA,NA,NA,NA,NA,12100000,33.4,45.1
Afghanistan,Asia,2006,23.8,6.77,88.2,82.9,11.8,2.81,1.48,26400000,39.7,57.6
Albania,Europe,2006,192,6.73,60.6,56.9,39.4,75.5,9.05,3060000,111,76.4
Algeria,Africa,2006,110,3.13,25.6,24.3,74.4,81.7,8.07,33600000,14.2,75.5
Andorra,NA,2006,2630,7.44,29.6,21.7,70.4,1850,22.8,81000,172,82
Angola,Africa,2006,64.1,2.42,20.7,20.7,79.3,50.9,6.06,20100000,16.3,56.4
Antigua and Barbuda,NA,2006,534,4.52,34.3,30.2,65.7,351,8.75,82700,205,76
Argentina,Americas,2006,464,8.45,44.2,28.4,55.8,259,14.4,39300000,14.5,75.4
Armenia,NA,2006,86.9,4.18,62,57.7,38,33,7.42,2960000,104,73.6
Australia,Oceania,2006,3330,8.46,33.4,18.7,66.6,2220,16.8,20500000,2.68,81.4
Austria,Europe,2006,4000,10.2,24,15.8,76,3040,15.7,8290000,101,80.1
Azerbaijan,NA,2006,147,6.09,85.8,79.5,14.2,20.8,4.27,8630000,104,68
Bahamas,NA,2006,1700,8.03,52.8,27.3,47.2,804,16.5,331000,33.5,73
Bahrain,Asia,2006,693,3.54,30,21.1,70,485,9.49,958000,1260,75.7
Barbados,NA,2006,838,7.12,35.2,NA,64.8,543,12.4,277000,640,75.8
Belarus,NA,2006,240,6.34,29.8,22.2,70.2,168,9.46,9520000,47.2,69.3
Belgium,Europe,2006,3640,9.59,26.1,20.3,73.9,2690,14.6,10600000,351,79.6
Belize,NA,2006,186,4.39,39,NA,61,113,9.25,291000,12.7,72.6
Benin,Africa,2006,28.4,4.75,49.8,47.2,50.2,14.3,12.1,8220000,72.9,59.6
Bhutan,NA,2006,69.2,5.2,18.9,18.4,81.1,56.2,12.5,657000,17.6,69.8
Bolivia,Americas,2006,59,4.8,30.1,NA,69.9,41.3,9.7,9400000,8.57,69.4
Bosnia and Herzegovina,Europe,2006,305,9.34,44.5,44.5,55.5,169,12.3,3770000,74.1,76
Botswana,Africa,2006,399,6.74,27.1,7.99,72.9,291,16.4,1840000,3.32,54.2
Brazil,Americas,2006,492,8.48,58.3,NA,41.7,205,5.15,188000000,22.6,73.5
Brunei,NA,2006,711,2.3,16,15.8,84,598,6.67,370000,70.3,74.8
Bulgaria,Europe,2006,297,6.89,43,NA,57,169,11.4,7630000,70.2,72.7
Burkina Faso,Africa,2006,26.2,6.25,43.1,39.4,56.9,14.9,16.2,13800000,50.5,55.9
Burundi,Africa,2006,17.5,14.3,64.8,39,35.2,6.17,13.2,7610000,299,53.8
Cambodia,Asia,2006,31.9,5.92,75,54.2,25,7.99,10.5,13500000,76.3,64.5
Cameroon,Africa,2006,46.8,4.68,77,72.8,23,10.8,7.41,18200000,37.9,55.3
Canada,Americas,2006,3910,9.97,30.2,15,69.8,2730,17.6,32500000,3.59,80.6
Cape Verde,NA,2006,122,4.93,22,21.9,78,95.1,11,469000,119,72.9
Central African Republic,Africa,2006,13.7,3.78,64.6,61.3,35.4,4.84,9.41,4120000,6.74,45.6
Chad,Africa,2006,24.4,4.03,67.9,65.6,32.1,7.83,7.29,10500000,8.28,53.7
Chile,Americas,2006,592,6.62,57.9,NA,42.1,249,14,16400000,21.9,78.2
China,Asia,2006,93.4,4.55,59.4,49.3,40.6,38,9.9,1340000000,142,74.9
Colombia,Americas,2006,273,7.33,29.2,NA,70.8,193,18.8,43200000,39.5,76.6
Comoros,Africa,2006,24.2,3.96,36.3,36.3,63.7,15.4,11.9,626000,337,64.8
"Congo, Dem. Rep.",Africa,2006,8.96,6.2,68.9,50.4,31.1,2.78,7.07,56600000,24.9,56.3
"Congo, Rep.",Africa,2006,50.1,2.35,36.7,36.7,63.3,31.7,5.45,3750000,11.3,57.1
Costa Rica,Americas,2006,410,7.82,31,NA,69,283,22.1,4350000,84.4,79.2
Cote d'Ivoire,Africa,2006,44.3,4.67,80.8,79.3,19.2,8.51,4.94,18800000,58.8,54.9
Croatia,Europe,2006,790,7.03,13.9,NA,86.1,680,16.4,4370000,78.1,75.8
Cuba,Americas,2006,358,7.63,7.23,NA,92.8,332,11.2,11300000,106,78.3
Cyprus,NA,2006,1470,6.28,57.6,46.6,42.4,622,6.26,1050000,113,78.4
Czech Republic,Europe,2006,967,6.69,13.3,11.3,86.7,839,13.8,10300000,133,76.8
Denmark,Europe,2006,5010,9.92,15.4,13.8,84.6,4240,16.3,5440000,128,78.3
Djibouti,Africa,2006,65.8,7.05,33.3,32.9,66.7,43.9,12.6,795000,34.3,61.5
Dominica,NA,2006,279,6.07,35.8,NA,64.2,179,10.7,70700,94.4,74.1
Dominican Republic,Americas,2006,211,5.56,63,NA,37,78,10.4,9220000,194,73.2
Ecuador,Americas,2006,205,6.71,76.2,NA,23.8,48.8,5.07,14100000,56.2,74.1
Egypt,Africa,2006,75.2,5.28,55.8,54.8,44.2,33.3,6.44,76900000,78.5,68.9
El Salvador,Americas,2006,203,6.64,38,NA,62,126,15.8,6080000,292,72.9
Equatorial Guinea,Africa,2006,279,1.82,33.7,28,66.3,185,6.96,784000,28.2,61
Eritrea,Africa,2006,8.41,3.05,54.4,54.4,45.6,3.83,3.56,2920000,40.3,56.6
Estonia,NA,2006,623,4.99,26.3,25.3,73.7,459,10.9,1350000,31.8,73.1
Ethiopia,Africa,2006,8.33,4.18,44.7,36.1,55.3,4.61,9.97,78500000,78.9,57.9
Fiji,NA,2006,144,3.84,21.5,13.6,78.5,113,10.2,828000,45.3,67
Finland,Europe,2006,3300,8.35,25.2,19.1,74.8,2470,12.7,5280000,17.4,79.5
France,Europe,2006,3950,11.1,21.3,6.59,78.7,3110,16.5,61500000,112,80.7
Gabon,Africa,2006,191,2.79,57.3,57.3,42.7,81.5,5.05,1430000,5.61,59.9
Gambia,Africa,2006,19.3,5.86,43.2,20.8,56.8,10.9,11.3,1590000,147,62.6
Georgia,NA,2006,146,8.39,78.9,72.2,21.1,30.9,5.88,4190000,63.9,73.7
Germany,Europe,2006,3750,10.6,23.6,13.7,76.4,2860,17.9,81500000,234,79.9
Ghana,Africa,2006,48,4.4,43.5,28.2,56.5,27.1,14.9,22400000,97.2,60.2
Greece,Europe,2006,2290,9.74,38,36,62,1420,13.4,11200000,88,79.6
Grenada,NA,2006,436,6.37,50.2,NA,49.8,217,9.9,105000,304,74.5
Guatemala,Americas,2006,170,7.35,66.9,NA,33.1,56.5,15.3,13400000,125,69.9
Guinea,Africa,2006,16.9,5.3,87.2,86.7,12.8,2.16,4.04,9310000,40.2,56.1
Guinea-Bissau,Africa,2006,23.7,5.72,84.6,49.7,15.4,3.65,4.14,1380000,50.2,53.9
Guyana,NA,2006,117,5.99,34.3,NA,65.7,76.8,11.3,746000,3.81,67.2
Haiti,Americas,2006,29.3,5.7,76.2,NA,23.8,6.98,7.32,9340000,341,60.2
Honduras,Americas,2006,89,5.72,39,NA,61,54.3,17.2,7630000,67.4,71.9
Hungary,Europe,2006,908,8.13,27.5,23,72.5,659,11.3,10100000,111,73.3
Iceland,Europe,2006,5150,9.28,17.8,16.3,82.3,4240,18.3,300000,2.99,81.7
India,Asia,2006,33.1,4.05,75.2,66.8,24.8,8.21,3.43,1170000000,391,65.8
